	ensembl_gene_id	external_gene_name	description
191	ENSG00000278201	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
192	ENSG00000276395	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]
193	ENSG00000274746	ZNF100	zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]
194	ENSG00000280830	ADI1	acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]
195	ENSG00000274429	DLG5	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
196	ENSG00000276310	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
197	ENSG00000274891	TRAPPC12	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284]
198	ENSG00000278025	NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]
199	ENSG00000275974	PPIAL4F	peptidylprolyl isomerase A like 4F [Source:HGNC Symbol;Acc:HGNC:33999]
200	ENSG00000274786	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
201	ENSG00000278091	ZNF85	zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]
202	ENSG00000274465	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6340]
203	ENSG00000274610	KIR3DP1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]
204	ENSG00000277750	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
205	ENSG00000278271	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
206	ENSG00000278755	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
207	ENSG00000275051	PIWIL1	piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]
208	ENSG00000275269	FCAR	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]
209	ENSG00000273498	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
210	ENSG00000274947	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]
211	ENSG00000281020	SNTG2	syntrophin gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741]
212	ENSG00000262647	OR9G4	olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322]
213	ENSG00000275050	ZNF66	zinc finger protein 66 [Source:HGNC Symbol;Acc:HGNC:13135]
214	ENSG00000277630		
215	ENSG00000261958	OR9G1	olfactory receptor family 9 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:15319]
216	ENSG00000262191	OR9G9	olfactory receptor family 9 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:31940]
217	ENSG00000278490	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
218	ENSG00000278726	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
219	ENSG00000277603	TPO	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]
220	ENSG00000267728	KRTAP9-9	keratin associated protein 9-9 [Source:NCBI gene (formerly Entrezgene);Acc:81870]
221	ENSG00000263090	KRTAP9-2	keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]
222	ENSG00000275416	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
223	ENSG00000277196		
224	ENSG00000277392	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
225	ENSG00000262512	KRTAP9-4	keratin associated protein 9-4 [Source:HGNC Symbol;Acc:HGNC:18902]
226	ENSG00000262749	KRTAP9-3	keratin associated protein 9-3 [Source:HGNC Symbol;Acc:HGNC:16927]
227	ENSG00000274254	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
228	ENSG00000281151	KCNQ2	potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]
229	ENSG00000267635		novel keratin associated protein 9 family member
230	ENSG00000262218	KRTAP29-1	keratin associated like protein 29-1 [Source:HGNC Symbol;Acc:HGNC:34211]
231	ENSG00000276882	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
232	ENSG00000262573	KRTAP9-2	keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]
233	ENSG00000262896	KRTAP9-4	keratin associated protein 9-4 [Source:HGNC Symbol;Acc:HGNC:18902]
234	ENSG00000263263	KRTAP9-6	keratin associated protein 9-6 [Source:HGNC Symbol;Acc:HGNC:18914]
235	ENSG00000275629	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
236	ENSG00000262221	KRTAP9-7	keratin associated protein 9-7 [Source:HGNC Symbol;Acc:HGNC:18915]
237	ENSG00000277850	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
238	ENSG00000277076	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
239	ENSG00000262542	KRTAP29-1	keratin associated like protein 29-1 [Source:HGNC Symbol;Acc:HGNC:34211]
240	ENSG00000262594	KRTAP9-9	keratin associated protein 9-9 [Source:HGNC Symbol;Acc:HGNC:16773]
241	ENSG00000278277		novel killer cell immunoglobulin-like receptor protein
242	ENSG00000278692	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]
243	ENSG00000278817		
244	ENSG00000281775	FTCD	formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]
245	ENSG00000275735	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]
246	ENSG00000278368	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]
247	ENSG00000276017		
248	ENSG00000274971		Novel priotein, similar to killer cell immunoglobulin-like receptor protein
249	ENSG00000275731	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]
250	ENSG00000275428		ovostatin 2
251	ENSG00000276371	SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]
252	ENSG00000275914	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]
253	ENSG00000276459	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]
254	ENSG00000281289	LSS	lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708]
255	ENSG00000278788	SBNO2	strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]
256	ENSG00000278207	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
257	ENSG00000274382	PROP1	PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]
258	ENSG00000282752	CTDP1	CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]
259	ENSG00000278229	RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]
260	ENSG00000278248	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
261	ENSG00000282665	ERICH1	glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]
262	ENSG00000275517	PRB1	proline rich protein BstNI subfamily 1 [Source:HGNC Symbol;Acc:HGNC:9337]
263	ENSG00000278116	KIR2DL5A	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A [Source:HGNC Symbol;Acc:HGNC:16345]
264	ENSG00000275637	NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]
265	ENSG00000275500		novel protein identical to killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3
266	ENSG00000276327	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]
267	ENSG00000279389	GARRE1	granule associated Rac and RHOG effector 1 [Source:HGNC Symbol;Acc:HGNC:29016]
268	ENSG00000275848	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
269	ENSG00000277028	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
270	ENSG00000262860	LSM14A	LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]
271	ENSG00000274166	GOLGA6L10	golgin A6 family like 10 [Source:HGNC Symbol;Acc:HGNC:37228]
272	ENSG00000275353	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]
273	ENSG00000276357	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
274	ENSG00000262102	DSEL	dermatan sulfate epimerase like [Source:HGNC Symbol;Acc:HGNC:18144]
275	ENSG00000277442	NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]
276	ENSG00000278809	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
277	ENSG00000277445	CPEB1	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21744]
278	ENSG00000278495	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
279	ENSG00000277354	CRIM1	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]
280	ENSG00000274679	SPATC1L	spermatogenesis and centriole associated 1 like [Source:HGNC Symbol;Acc:HGNC:1298]
281	ENSG00000282152	DLGAP2	DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]
282	ENSG00000281919	SLC45A2	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]
283	ENSG00000275436	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]
284	ENSG00000277069	RXFP3	relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]
285	ENSG00000281690	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]
286	ENSG00000274639	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
287	ENSG00000274920	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]
288	ENSG00000276625	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
289	ENSG00000278198		
290	ENSG00000276256		
291	ENSG00000280618	CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]
292	ENSG00000262156	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]
293	ENSG00000275317	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
294	ENSG00000280759	AP2A2	adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]
295	ENSG00000276595	PTCHD3	patched domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24776]
296	ENSG00000282302	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]
297	ENSG00000274404	GOLGA6L22	golgin A6 family like 22 [Source:HGNC Symbol;Acc:HGNC:50289]
298	ENSG00000278489	KRTAP5-2	keratin associated protein 5-2 [Source:HGNC Symbol;Acc:HGNC:23597]
299	ENSG00000276154	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]
300	ENSG00000275546	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]
301	ENSG00000278728	CNTNAP2	contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]
302	ENSG00000275920	KRTAP5-3	keratin associated protein 5-3 [Source:HGNC Symbol;Acc:HGNC:23598]
303	ENSG00000277068	KRTAP5-4	keratin associated protein 5-4 [Source:HGNC Symbol;Acc:HGNC:23599]
304	ENSG00000278210	KRTAP5-1	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]
305	ENSG00000278856	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]
306	ENSG00000277291	KRTAP5-5	keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]
307	ENSG00000280807	TUBGCP5	tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
308	ENSG00000273793	DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]
309	ENSG00000276582	ABCB11	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]
310	ENSG00000262634	SKA1	spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]
311	ENSG00000278247	GOLGA6L1	golgin A6 family like 1 [Source:HGNC Symbol;Acc:HGNC:37444]
312	ENSG00000278373	G6PC2	glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]
313	ENSG00000273831	LRRC56	leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]
314	ENSG00000281763	DHX36	DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
315	ENSG00000280635	PROP1	PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]
316	ENSG00000273772	SMN2	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]
317	ENSG00000276565		
318	ENSG00000278633		
319	ENSG00000277909	SPC25	SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031]
320	ENSG00000275031	METRNL	meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]
321	ENSG00000278656	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
322	ENSG00000275009	GOLGA6L1	golgin A6 family like 1 [Source:HGNC Symbol;Acc:HGNC:37444]
323	ENSG00000277101	ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]
324	ENSG00000274780	PHRF1	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]
325	ENSG00000276856	TUBGCP5	tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
326	ENSG00000278759	TBCD	tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]
327	ENSG00000275326	NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]
328	ENSG00000277657	KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6335]
329	ENSG00000277848	MEGF11	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]
330	ENSG00000275513	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
331	ENSG00000276910	GTF2H2	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]
332	ENSG00000263141	PAXBP1	PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]
333	ENSG00000262938	C21orf62	chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305]
334	ENSG00000277389	KRTAP5-6	keratin associated protein 5-6 [Source:HGNC Symbol;Acc:HGNC:23600]
335	ENSG00000280585	KRTAP5-1	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]
336	ENSG00000274438	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]
337	ENSG00000278620	KRTAP5-4	keratin associated protein 5-4 [Source:HGNC Symbol;Acc:HGNC:23599]
338	ENSG00000278302	KRTAP5-5	keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]
339	ENSG00000276896	GOLGA8F	golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]
340	ENSG00000277033	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]
341	ENSG00000278165	DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]
342	ENSG00000281618	IFITM10	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]
343	ENSG00000281191	KRTAP5-3	keratin associated protein 5-3 [Source:HGNC Symbol;Acc:HGNC:23598]
344	ENSG00000281533	KRTAP5-2	keratin associated protein 5-2 [Source:HGNC Symbol;Acc:HGNC:23597]
345	ENSG00000268674		
346	ENSG00000277475		
347	ENSG00000273651	GOLGA8G	golgin A8 family member G [Source:HGNC Symbol;Acc:HGNC:25328]
348	ENSG00000262473	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]
349	ENSG00000275456	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
350	ENSG00000274296	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
351	ENSG00000262911	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297]
352	ENSG00000281216	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]
353	ENSG00000275306	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]
354	ENSG00000262795	IFNGR2	interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]
355	ENSG00000278403	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]
356	ENSG00000277365	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
357	ENSG00000260873	SNTB2	syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]
358	ENSG00000275873	LMNTD2	lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]
359	ENSG00000262788	UTP4	UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]
360	ENSG00000274112	SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]
361	ENSG00000275211	CYP2D6	cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]
362	ENSG00000276920	NKD2	NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]
363	ENSG00000273822	MUC4	mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]
364	ENSG00000275338	RAB11FIP3	RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]
365	ENSG00000263160	TMEM50B	transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
366	ENSG00000276230	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
367	ENSG00000274320	GOLGA6L9	golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229]
368	ENSG00000277278	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]
369	ENSG00000275737	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]
370	ENSG00000274700		
371	ENSG00000278481	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]
372	ENSG00000273936	TNFRSF14	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]
373	ENSG00000277163	KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6335]
374	ENSG00000278086		novel killer cell immunoglobulin-like receptor protein identical to KIR2DS3
375	ENSG00000276482	SLC12A7	solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]
